Match ID,Second,Result,Player,Race,Current Workers,Food Used,Food Available,Current Minerals,Minerals Collection Rate,Minerals Used in Progress,Minerals Used,Minerals Used Active Forces,Minerals Lost,Current Vespene,Vespene Collection Rate,Vespene Used in Progress,Vespene Used,Vespene Used Active Forces,Vespene Lost
1,720,Win,Player 1 - Namshar (Zerg),Z,49,71.0,82.0,135,1903,500,6450,975,450,116,156,0,275,125,25
1,720,Loss,Player 2 - Scarlett (Zerg),Z,42,70.5,92.0,95,1791,1150,5900,1175,500,140,604,200,100,50,0
1,750,Win,Player 1 - Namshar (Zerg),Z,57,75.0,82.0,345,2155,575,7050,1275,450,238,470,0,325,175,25
1,750,Loss,Player 2 - Scarlett (Zerg),Z,49,74.5,98.0,210,1847,775,6700,1250,600,147,671,225,200,150,0
1,780,Win,Player 1 - Namshar (Zerg),Z,51,72.5,82.0,110,1959,800,6575,575,1550,318,492,100,200,50,100
1,780,Loss,Player 2 - Scarlett (Zerg),Z,57,65.5,106.0,520,2211,250,6825,650,1375,179,649,200,225,75,125
1,810,Win,Player 1 - Namshar (Zerg),Z,50,77.0,82.0,50,1931,800,7100,1200,1700,190,492,150,300,150,100
1,810,Loss,Player 2 - Scarlett (Zerg),Z,55,83.0,106.0,355,2407,1275,6625,550,1475,36,649,475,200,50,150
1,840,Win,Player 1 - Namshar (Zerg),Z,58,76.0,90.0,510,2435,200,7650,1150,2000,216,470,0,450,200,100
1,840,Loss,Player 2 - Scarlett (Zerg),Z,59,92.0,106.0,685,2379,700,7600,1275,1575,268,649,200,425,275,200
1,870,Win,Player 1 - Namshar (Zerg),Z,62,90.0,82.0,120,2435,825,7750,1150,2100,269,963,175,450,200,100
1,870,Loss,Player 2 - Scarlett (Zerg),Z,68,103.0,106.0,390,2463,1275,8050,1275,1575,313,985,325,425,275,200
1,900,Win,Player 1 - Namshar (Zerg),Z,61,89.0,114.0,390,2323,475,8550,1575,2200,271,985,25,650,375,100
1,900,Loss,Player 2 - Scarlett (Zerg),Z,68,108.0,154.0,260,2687,975,9275,1650,1575,436,963,75,750,400,200
1,930,Win,Player 1 - Namshar (Zerg),Z,62,105.5,114.0,105,2435,1550,8600,1550,2225,294,985,325,675,375,100
1,930,Loss,Player 2 - Scarlett (Zerg),Z,67,122.0,186.0,210,2575,1400,9850,1875,1575,638,963,150,825,475,200
1,960,Win,Player 1 - Namshar (Zerg),Z,61,112.0,138.0,220,2351,950,9675,2250,2350,146,1007,200,1150,850,100
1,960,Loss,Player 2 - Scarlett (Zerg),Z,67,129.0,186.0,615,2463,1175,10550,2675,1575,961,985,25,975,625,200
1,990,Win,Player 1 - Namshar (Zerg),Z,61,129.0,160.0,355,2239,650,10650,2675,2350,169,985,250,1425,1125,100
1,990,Loss,Player 2 - Scarlett (Zerg),Z,66,147.0,200.0,725,2435,1150,11325,3025,1575,1084,963,225,1000,625,200
1,1020,Win,Player 1 - Namshar (Zerg),Z,60,154.0,160.0,80,2463,1150,11300,3475,2350,142,985,325,1725,1425,100
1,1020,Loss,Player 2 - Scarlett (Zerg),Z,66,172.0,200.0,350,2351,1325,12375,3775,1575,957,985,475,1225,850,200
1,1050,Win,Player 1 - Namshar (Zerg),Z,60,158.5,168.0,545,2379,400,12200,4000,2600,140,985,350,1925,1525,225
1,1050,Loss,Player 2 - Scarlett (Zerg),Z,60,178.0,198.0,260,2183,850,13000,4675,2275,1135,1209,250,1600,1225,300
1,1080,Win,Player 1 - Namshar (Zerg),Z,62,167.0,168.0,335,2323,950,12650,4550,2600,238,963,250,2250,1950,225
1,1080,Loss,Player 2 - Scarlett (Zerg),Z,60,187.0,206.0,180,2323,850,13850,5025,2275,1115,1119,400,1850,1475,300
1,1110,Win,Player 1 - Namshar (Zerg),Z,63,176.0,184.0,300,2379,1050,13275,4275,2725,198,1321,600,2325,1825,275
1,1110,Loss,Player 2 - Scarlett (Zerg),Z,60,188.5,190.0,225,2435,475,14325,5825,3025,866,1075,275,2400,2025,500
1,1140,Win,Player 1 - Namshar (Zerg),Z,63,131.0,210.0,328,2267,850,11375,2475,5562,413,1142,300,1725,1275,1375
1,1140,Loss,Player 2 - Scarlett (Zerg),Z,60,135.0,190.0,70,2463,1050,10625,2300,7200,896,1097,350,1025,650,2150
1,1170,Win,Player 1 - Namshar (Zerg),Z,56,122.0,210.0,303,2043,700,11700,2950,6037,335,716,350,1900,1350,1500
1,1170,Loss,Player 2 - Scarlett (Zerg),Z,60,154.5,190.0,60,2239,625,11575,2725,7425,22,1075,575,1900,1350,2250
1,1200,Win,Player 1 - Namshar (Zerg),Z,60,133.0,210.0,208,2071,1050,11925,3175,6112,224,1075,400,2075,1625,1525
1,1200,Loss,Player 2 - Scarlett (Zerg),Z,68,172.0,190.0,210,2659,750,12100,3475,7525,144,1052,250,2450,2075,2275
1,1230,Win,Player 1 - Namshar (Zerg),Z,60,144.0,210.0,448,2127,1075,12300,3550,6262,358,1119,325,2350,1900,1575
1,1230,Loss,Player 2 - Scarlett (Zerg),Z,68,172.0,190.0,1155,2827,0,12825,4200,7600,378,1052,0,2825,2450,2300
1,1260,Win,Player 1 - Namshar (Zerg),Z,60,152.0,200.0,278,2239,975,12400,3100,7237,413,1119,325,2350,1750,1900
1,1260,Loss,Player 2 - Scarlett (Zerg),Z,68,181.0,190.0,650,2883,700,12625,4000,8625,279,1052,200,2425,2050,2975
1,1290,Win,Player 1 - Namshar (Zerg),Z,60,140.0,200.0,88,2267,750,12025,2725,8812,532,1299,250,1825,1225,2825
1,1290,Loss,Player 2 - Scarlett (Zerg),Z,68,158.0,190.0,190,2715,1425,11000,2275,10950,180,1030,475,1250,875,4350
1,1320,Win,Player 1 - Namshar (Zerg),Z,60,148.0,200.0,143,1931,450,12700,3100,8912,321,1299,450,2100,1350,2875
